slurm-3482321.out:DATA,1,1,1,68367.877,,-1,10000
slurm-3482322.out:DATA,1,1,1,67210.245,,-1,10000
slurm-3482323.out:DATA,1,1,1,68266.929,,-1,10000
slurm-3482340.out:DATA,1,1,1,469202.971,,-1,100000
slurm-3482341.out:DATA,1,1,1,463310.425,,-1,100000
slurm-3482342.out:DATA,1,1,1,470531.112,,-1,100000
slurm-3482359.out:DATA,1,1,1,2277307.173,,-1,500000
slurm-3482360.out:DATA,1,1,1,2493970.245,,-1,500000
slurm-3482361.out:DATA,1,1,1,2929687.647,,-1,500000
slurm-3482395.out:DATA,1,1,2,68366.538,,-1,10000
slurm-3482396.out:DATA,1,1,2,68399.015,,-1,10000
slurm-3482397.out:DATA,1,1,2,67185.493,,-1,10000
slurm-3482398.out:DATA,1,1,2,45780.637,,-2,10000
slurm-3482399.out:DATA,1,1,2,45762.135,,-2,10000
slurm-3482400.out:DATA,1,1,2,46016.02,,-2,10000
slurm-3482413.out:DATA,1,1,2,450193.218,,-1,100000
slurm-3482414.out:DATA,1,1,2,468008.911,,-1,100000
slurm-3482415.out:DATA,1,1,2,439052.877,,-1,100000
slurm-3482416.out:DATA,1,1,2,255747.435,,-2,100000
slurm-3482417.out:DATA,1,1,2,275543.468,,-2,100000
slurm-3482418.out:DATA,1,1,2,256525.295,,-2,100000
slurm-3482431.out:DATA,1,1,2,2268845.818,,-1,500000
slurm-3482432.out:DATA,1,1,2,2293167.091,,-1,500000
slurm-3482433.out:DATA,1,1,2,2293170.518,,-1,500000
slurm-3482434.out:DATA,1,1,2,1480754.704,,-2,500000
slurm-3482435.out:DATA,1,1,2,1482050.709,,-2,500000
slurm-3482436.out:DATA,1,1,2,1236107.204,,-2,500000
slurm-3482467.out:DATA,1,1,4,68583.693,,-1,10000
slurm-3482468.out:DATA,1,1,4,67557.021,,-1,10000
slurm-3482469.out:DATA,1,1,4,68053.522,,-1,10000
slurm-3482470.out:DATA,1,1,4,45966.35,,-2,10000
slurm-3482471.out:DATA,1,1,4,48100.017,,-2,10000
slurm-3482472.out:DATA,1,1,4,48108.505,,-2,10000
slurm-3482473.out:DATA,1,1,4,58885.848,,-4,10000
slurm-3482474.out:DATA,1,1,4,58921.963,,-4,10000
slurm-3482475.out:DATA,1,1,4,35775.877,,-4,10000
slurm-3482485.out:DATA,1,1,4,494071.148,,-1,100000
slurm-3482486.out:DATA,1,1,4,499934.766,,-1,100000
slurm-3482487.out:DATA,1,1,4,489666.767,,-1,100000
slurm-3482488.out:DATA,1,1,4,262494.119,,-2,100000
slurm-3482489.out:DATA,1,1,4,268466.87,,-2,100000
slurm-3482490.out:DATA,1,1,4,263936.68,,-2,100000
slurm-3482491.out:DATA,1,1,4,151512.378,,-4,100000
slurm-3482492.out:DATA,1,1,4,151427.058,,-4,100000
slurm-3482493.out:DATA,1,1,4,150558.333,,-4,100000
slurm-3482503.out:DATA,1,1,4,2358798.078,,-1,500000
slurm-3482504.out:DATA,1,1,4,2364566.974,,-1,500000
slurm-3482505.out:DATA,1,1,4,2379003.874,,-1,500000
slurm-3482506.out:DATA,1,1,4,1255868.323,,-2,500000
slurm-3482507.out:DATA,1,1,4,1265974.536,,-2,500000
slurm-3482508.out:DATA,1,1,4,1212335.956,,-2,500000
slurm-3482539.out:DATA,1,1,8,61612.702,,-1,10000
slurm-3482540.out:DATA,1,1,8,61726.492,,-1,10000
slurm-3482541.out:DATA,1,1,8,61732.692,,-1,10000
slurm-3482542.out:DATA,1,1,8,45196.551,,-2,10000
slurm-3482543.out:DATA,1,1,8,54992.792,,-2,10000
slurm-3482544.out:DATA,1,1,8,47692.165,,-2,10000
slurm-3482545.out:DATA,1,1,8,37942.145,,-4,10000
slurm-3482546.out:DATA,1,1,8,36255.887,,-4,10000
slurm-3482547.out:DATA,1,1,8,43086.224,,-4,10000
slurm-3482548.out:DATA,1,1,8,33892.102,,-8,10000
slurm-3482549.out:DATA,1,1,8,36820.561,,-8,10000
slurm-3482550.out:DATA,1,1,8,31656.5,,-8,10000
slurm-3482557.out:DATA,1,1,8,469730.417,,-1,100000
slurm-3482558.out:DATA,1,1,8,481533.246,,-1,100000
slurm-3482559.out:DATA,1,1,8,480189.816,,-1,100000
slurm-3482560.out:DATA,1,1,8,235598.477,,-2,100000
slurm-3482561.out:DATA,1,1,8,234998.644,,-2,100000
slurm-3482562.out:DATA,1,1,8,252614.905,,-2,100000
slurm-3482563.out:DATA,1,1,8,139315.412,,-4,100000
slurm-3482564.out:DATA,1,1,8,141498.912,,-4,100000
slurm-3482565.out:DATA,1,1,8,143785.879,,-4,100000
slurm-3482566.out:DATA,1,1,8,99350.797,,-8,100000
slurm-3482567.out:DATA,1,1,8,93219.832,,-8,100000
slurm-3482568.out:DATA,1,1,8,98689.646,,-8,100000
slurm-3482585.out:DATA,1,1,8,2339613.973,,-1,500000
slurm-3482586.out:DATA,1,1,8,2039820.511,,-1,500000
slurm-3482587.out:DATA,1,1,8,2095543.537,,-1,500000
slurm-3482588.out:DATA,1,1,8,1265587.355,,-2,500000
slurm-3482589.out:DATA,1,1,8,1096835.103,,-2,500000
slurm-3482590.out:DATA,1,1,8,1204588.042,,-2,500000
slurm-3482621.out:DATA,1,1,16,57928.123,,-1,10000
slurm-3482622.out:DATA,1,1,16,58059.319,,-1,10000
slurm-3482623.out:DATA,1,1,16,57787.666,,-1,10000
slurm-3482624.out:DATA,1,1,16,40523.348,,-2,10000
slurm-3482625.out:DATA,1,1,16,41213.554,,-2,10000
slurm-3482626.out:DATA,1,1,16,43238.576,,-2,10000
slurm-3482627.out:DATA,1,1,16,33534.979,,-4,10000
slurm-3482628.out:DATA,1,1,16,32478.138,,-4,10000
slurm-3482629.out:DATA,1,1,16,32616.042,,-4,10000
slurm-3482630.out:DATA,1,1,16,27426.223,,-8,10000
slurm-3482631.out:DATA,1,1,16,27800.335,,-8,10000
slurm-3482632.out:DATA,1,1,16,29774.34,,-8,10000
slurm-3482633.out:DATA,1,1,16,44108.161,,-16,10000
slurm-3482634.out:DATA,1,1,16,32061.879,,-16,10000
slurm-3482635.out:DATA,1,1,16,28461.816,,-16,10000
slurm-3482639.out:DATA,1,1,16,423542.058,,-1,100000
slurm-3482640.out:DATA,1,1,16,425718.159,,-1,100000
slurm-3482641.out:DATA,1,1,16,452533.795,,-1,100000
slurm-3482642.out:DATA,1,1,16,230633.605,,-2,100000
slurm-3482643.out:DATA,1,1,16,246080.321,,-2,100000
slurm-3482644.out:DATA,1,1,16,218831.579,,-2,100000
slurm-3482645.out:DATA,1,1,16,127879.628,,-4,100000
slurm-3482646.out:DATA,1,1,16,130171.514,,-4,100000
slurm-3482647.out:DATA,1,1,16,140378.108,,-4,100000
slurm-3482648.out:DATA,1,1,16,91019.016,,-8,100000
slurm-3482649.out:DATA,1,1,16,104184.17,,-8,100000
slurm-3482650.out:DATA,1,1,16,89654.806,,-8,100000
slurm-3482651.out:DATA,1,1,16,283647.681,,-16,100000
slurm-3482652.out:DATA,1,1,16,384247.492,,-16,100000
slurm-3482653.out:DATA,1,1,16,143330.802,,-16,100000
slurm-3482657.out:DATA,1,1,16,2089794.128,,-1,500000
slurm-3482658.out:DATA,1,1,16,2192730.156,,-1,500000
slurm-3482659.out:DATA,1,1,16,2025779.495,,-1,500000
slurm-3482660.out:DATA,1,1,16,1095861.423,,-2,500000
slurm-3482661.out:DATA,1,1,16,1173504.491,,-2,500000
slurm-3482662.out:DATA,1,1,16,1074788.72,,-2,500000
slurm-3482693.out:DATA,1,4, 1(x4),47020.984,,-2,10000
slurm-3482694.out:DATA,1,4, 1(x4),288244.415,,-2,100000
slurm-3482695.out:DATA,1,4, 1(x4),1213608.562,,-2,500000
slurm-3482697.out:DATA,1,4, 1(x4),3202004.044,,-2,1000000
slurm-3482698.out:DATA,1,4, 1(x4),45905.553,,-4,10000
slurm-3482699.out:DATA,1,4, 1(x4),159628.204,,-4,100000
slurm-3482700.out:DATA,1,4, 1(x4),618234.657,,-4,500000
slurm-3482701.out:DATA,1,4, 1(x4),1169616.33,,-4,1000000
slurm-3482715.out:DATA,1,16, 1(x16),44901.779,,-2,10000
slurm-3482716.out:DATA,1,16, 1(x16),247682.427,,-2,100000
slurm-3482717.out:DATA,1,16, 1(x16),1182796.12,,-2,500000
slurm-3482718.out:DATA,1,16, 1(x16),2428821.453,,-2,1000000
